,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
16494,16495,0.7,Ideal,J,VS2,62.6,57.0,5.64,5.67,3.54,1874
23950,23951,0.25,Very Good,E,VVS2,60.9,59.0,4.03,4.11,2.48,575
17529,17530,0.46,Ideal,I,VS2,62.2,56.0,4.96,4.9,3.07,1073
4789,4790,0.9,Very Good,F,SI1,63.1,56.0,6.17,6.12,3.88,4103
2729,2730,0.9,Ideal,H,VS1,62.0,54.0,6.2,6.23,3.86,5013
13039,13040,1.23,Premium,G,VS1,61.8,58.0,6.88,6.84,4.24,8381
8135,8136,1.21,Premium,I,SI1,60.6,56.0,6.97,6.89,4.2,5556
19894,19895,0.58,Very Good,J,SI1,62.1,57.0,5.35,5.41,3.34,1095
25165,25166,0.7,Good,D,SI2,63.7,58.0,5.6,5.64,3.58,2367
22720,22721,0.39,Ideal,E,VS1,62.0,54.0,4.68,4.71,2.91,948
9281,9282,0.38,Ideal,G,SI1,62.4,57.0,4.62,4.65,2.89,666
5446,5447,0.8,Premium,G,VS2,59.6,59.0,6.09,6.0,3.6,3136
3675,3676,1.5,Fair,I,I1,71.3,58.0,6.85,6.81,4.87,4368
19877,19878,2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,15939
18604,18605,0.63,Very Good,G,VS1,59.9,57.0,5.57,5.62,3.35,2241
13240,13241,0.41,Very Good,G,VS2,62.9,59.0,4.7,4.75,2.97,827
19679,19680,0.35,Premium,E,VS2,61.6,58.0,4.52,4.57,2.8,767
20492,20493,0.27,Very Good,E,VVS1,60.9,59.0,4.17,4.21,2.55,620
15842,15843,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1024
9420,9421,0.74,Premium,D,SI2,61.8,59.0,5.85,5.83,3.61,2291
20706,20707,1.18,Ideal,I,VVS2,62.7,55.0,6.7,6.79,4.23,6678
3846,3847,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1417
12915,12916,0.42,Ideal,E,VS2,62.4,55.0,4.79,4.83,3.0,958
4071,4072,0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,1187
7999,8000,0.91,Ideal,E,VVS1,61.7,56.0,6.18,6.23,3.83,9636
2422,2423,0.37,Very Good,E,SI1,61.4,60.0,4.6,4.62,2.83,593
2343,2344,0.35,Ideal,D,VS2,60.6,56.0,4.57,4.54,2.76,1063
1401,1402,0.38,Ideal,G,SI1,61.9,56.0,4.64,4.67,2.88,639
15166,15167,0.74,Ideal,G,SI1,61.9,55.0,5.8,5.83,3.6,3130
14049,14050,0.52,Ideal,G,VS1,61.4,56.0,5.18,5.21,3.19,1722
11831,11832,0.7,Very Good,F,SI1,60.6,58.0,5.73,5.78,3.49,2231
10506,10507,1.06,Very Good,H,SI2,62.8,57.0,6.49,6.57,4.1,4372
2993,2994,0.33,Very Good,G,VVS1,62.8,59.0,4.38,4.44,2.77,868
19769,19770,1.01,Premium,H,SI1,62.3,58.0,6.42,6.35,3.98,4513
728,729,1.03,Premium,D,VVS2,,59.0,6.48,6.43,3.98,8623
17811,17812,1.23,Premium,D,SI1,62.5,58.0,6.85,6.79,4.27,7715
8746,8747,0.58,Ideal,D,SI2,61.2,57.0,5.4,5.36,3.29,1442
2918,2919,0.3,Very Good,H,VVS2,60.8,58.0,4.34,4.37,2.65,605
9353,9354,1.2,Premium,E,SI1,,57.0,6.98,6.84,4.17,7362
18245,18246,0.3,Ideal,F,VVS2,61.8,55.0,4.33,4.35,2.68,694
3248,3249,2.32,Ideal,G,SI2,61.0,58.0,8.5,8.54,5.2,18532
15041,15042,0.31,Premium,F,VS2,62.0,58.0,4.31,4.37,2.69,625
16192,16193,1.01,Ideal,G,VS1,61.2,57.0,6.47,6.41,3.94,6618
16189,16190,1.0,Very Good,G,VS2,63.1,58.0,6.39,6.31,4.01,5723
7308,7309,0.42,Premium,F,SI1,60.0,59.0,4.85,4.88,2.92,773
19216,19217,0.51,Ideal,E,VS2,61.9,57.0,5.12,5.09,3.16,1662
12440,12441,0.37,Good,G,VS1,63.1,56.0,4.57,4.59,2.89,746
11057,11058,0.5,Good,F,VS2,62.8,61.0,4.94,5.0,3.12,1447
9596,9597,0.3,Ideal,E,VS2,62.6,54.0,4.29,4.33,2.7,658
17338,17339,1.18,Very Good,E,I1,63.3,57.0,6.7,6.64,4.22,3965
20720,20721,1.02,Very Good,E,SI1,63.2,60.0,6.33,6.42,4.03,5456
14544,14545,0.31,Premium,E,VS2,61.3,60.0,4.32,4.39,2.67,680
15627,15628,0.42,Premium,F,SI1,61.5,58.0,4.8,4.83,2.96,773
23981,23982,1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,7072
8882,8883,0.3,Very Good,E,VS2,62.9,58.0,4.27,4.31,2.7,544
11847,11848,0.3,Premium,G,VVS2,62.9,55.0,4.28,4.24,2.68,878
8481,8482,1.5,Premium,I,VS2,61.1,60.0,7.33,7.36,4.49,9471
459,460,2.48,Ideal,I,SI2,62.3,57.0,8.64,8.58,5.36,12883
18066,18067,0.51,Very Good,F,VS2,62.9,57.0,5.09,5.11,3.21,1569
7479,7480,0.34,Premium,E,VS2,61.0,59.0,4.48,4.51,2.74,745
4603,4604,1.08,Ideal,G,SI2,,58.0,6.55,6.57,4.06,4675
10357,10358,1.54,Premium,E,VS2,60.8,58.0,7.44,7.39,4.51,15323
5183,5184,0.5,Ideal,E,VVS2,61.1,57.0,5.13,5.15,3.14,2165
24696,24697,0.4,Ideal,G,VVS1,,56.0,4.79,4.75,2.92,1200
22218,22219,1.51,Very Good,G,VS1,62.5,58.0,7.23,7.27,4.53,13686
1083,1084,0.41,Ideal,G,VS1,60.8,56.0,4.79,4.82,2.92,899
22926,22927,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,4405
16652,16653,0.74,Very Good,E,VS1,62.8,59.0,5.68,5.76,3.59,3416
10291,10292,1.03,Very Good,G,SI1,63.1,58.0,6.41,6.37,4.03,4903
17106,17107,1.51,Very Good,I,VS2,61.6,57.0,7.28,7.34,4.5,9185
24409,24410,0.52,Ideal,E,VS2,61.7,57.0,5.17,5.1,3.17,1694
4848,4849,2.0,Fair,H,SI2,55.3,65.0,8.42,8.35,4.64,11202
4391,4392,0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,520
16569,16570,0.3,Ideal,J,VVS2,62.3,58.0,4.26,4.28,2.66,439
25016,25017,0.34,Ideal,E,VS1,61.2,57.0,4.51,4.45,2.74,1033
8336,8337,0.32,Very Good,G,VS2,63.1,57.0,4.35,4.3,2.73,720
13547,13548,0.43,Ideal,G,VS1,61.9,55.0,4.84,4.86,3.0,943
14760,14761,0.74,Ideal,H,VS1,61.0,55.0,5.86,5.88,3.58,3254
453,454,1.71,Premium,G,SI1,60.6,58.0,7.79,7.75,4.71,13666
10217,10218,0.55,Ideal,G,SI2,62.1,56.0,5.25,5.28,3.27,1173
6215,6216,0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,2130
21370,21371,1.02,Ideal,F,VS2,62.6,57.0,6.4,6.47,4.03,7632
21536,21537,1.03,Very Good,F,SI1,62.5,59.0,6.41,6.45,4.02,4282
3046,3047,1.09,Ideal,F,SI1,62.0,56.0,6.61,6.59,4.09,5922
19619,19620,0.3,Premium,G,VS2,61.8,60.0,4.29,4.25,2.64,630
15062,15063,0.34,Ideal,H,VVS2,61.8,54.0,4.49,4.47,2.77,880
18885,18886,1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,4168
20395,20396,1.06,Very Good,G,VVS2,62.9,56.0,6.56,6.6,4.14,7695
1585,1586,1.57,Ideal,G,VVS2,,56.0,7.48,7.41,4.64,15144
26292,26293,2.01,Very Good,I,VS2,59.6,58.0,8.18,8.23,4.89,16383
6641,6642,0.32,Ideal,D,SI2,62.6,56.0,4.38,4.4,2.75,477
14619,14620,0.5,Premium,D,VS2,61.1,58.0,5.12,5.09,3.12,1845
10891,10892,0.24,Ideal,F,VVS2,61.1,57.0,4.03,4.06,2.47,552
25322,25323,0.31,Ideal,F,VVS1,61.1,56.0,4.37,4.4,2.68,975
9233,9234,0.32,Ideal,G,VVS1,62.4,56.0,4.39,4.36,2.73,1080
15360,15361,1.03,Ideal,F,IF,61.3,56.0,6.53,6.55,4.01,11365
9404,9405,0.81,Ideal,F,VS2,61.9,55.0,6.0,5.95,3.7,3624
8744,8745,0.97,Premium,F,SI1,62.7,59.0,6.31,6.28,3.95,4481
21929,21930,0.41,Ideal,E,VVS1,61.3,55.0,4.8,4.76,2.93,1431
23804,23805,1.54,Premium,H,VS2,61.9,61.0,7.41,7.33,4.56,10758
18221,18222,1.01,Very Good,E,VS1,60.9,55.0,6.48,6.58,3.98,7094
5834,5835,1.01,Very Good,J,SI1,62.8,57.0,6.37,6.41,4.01,3998
20496,20497,0.73,Premium,J,SI1,58.2,59.0,5.99,5.91,3.46,1905
9311,9312,1.51,Very Good,I,SI1,61.6,58.0,7.35,7.3,4.51,9283
3583,3584,1.1,Ideal,I,SI2,61.7,56.0,6.65,6.6,4.09,3216
9822,9823,0.31,Ideal,H,VVS2,61.8,56.0,4.36,4.34,2.69,802
11904,11905,0.39,Premium,G,SI1,61.7,57.0,4.77,4.7,2.92,854
11043,11044,0.41,Ideal,F,VS2,61.0,57.0,4.76,4.81,2.92,863
19366,19367,1.21,Premium,E,SI1,63.0,57.0,6.75,6.7,4.24,6261
26067,26068,0.3,Premium,F,VS2,61.5,60.0,4.29,4.26,2.63,776
1872,1873,0.31,Premium,G,VS2,59.2,60.0,4.42,4.47,2.63,544
15836,15837,0.56,Ideal,H,VS1,61.6,56.0,5.31,5.34,3.28,1949
3569,3570,1.02,Premium,G,SI2,62.5,58.0,6.42,6.34,3.99,3656
19926,19927,0.7,Ideal,E,VS2,62.7,56.0,5.73,5.63,3.56,2697
10117,10118,1.07,Very Good,H,VS2,62.7,57.0,6.48,6.53,4.08,5264
24787,24788,0.32,Ideal,G,SI2,61.6,56.0,4.4,4.43,2.72,459
23723,23724,0.3,Very Good,F,VS2,61.4,55.0,4.32,4.37,2.67,524
11308,11309,0.53,Ideal,E,VS2,60.0,57.0,5.3,5.24,3.16,1813
18555,18556,2.01,Premium,E,SI2,62.6,58.0,8.01,7.93,4.99,14502
26588,26589,1.3,Very Good,F,SI1,61.5,58.0,6.99,7.06,4.32,7567
15162,15163,0.43,Very Good,G,VS2,62.9,56.0,4.77,4.8,3.01,863
557,558,1.25,Premium,F,VS2,61.5,60.0,6.93,6.89,4.25,8840
889,890,1.69,Ideal,H,I1,62.0,56.0,7.66,7.61,4.73,6757
14413,14414,1.01,Premium,G,SI2,61.5,58.0,6.51,6.44,3.98,3461
6976,6977,0.5,Premium,F,VS1,58.0,59.0,5.3,5.22,3.05,1715
22638,22639,0.7,Good,E,SI2,63.6,65.0,5.67,5.55,3.57,2032
7481,7482,0.31,Very Good,I,VS1,63.0,58.0,4.29,4.32,2.71,489
9479,9480,0.31,Ideal,I,VS1,,55.0,4.35,4.31,2.72,628
1212,1213,1.07,Ideal,H,SI2,62.8,56.0,6.5,6.56,4.1,4899
7412,7413,1.51,Very Good,I,VS1,63.0,59.0,7.28,7.3,4.59,9343
6717,6718,1.11,Very Good,H,SI1,63.2,58.0,6.53,6.61,4.15,5192
9306,9307,0.41,Ideal,E,VS2,62.1,57.0,4.74,4.79,2.96,935
11870,11871,0.7,Ideal,F,SI1,62.1,55.0,5.68,5.72,3.54,2409
12662,12663,0.9,Very Good,G,SI1,62.4,59.0,6.1,6.15,3.82,4320
14653,14654,2.11,Premium,J,SI2,60.7,60.0,8.2,8.27,5.0,12440
17775,17776,1.01,Very Good,J,SI2,63.5,59.0,6.3,6.36,4.02,3462
8651,8652,0.79,Ideal,E,SI2,61.0,57.0,6.0,5.95,3.65,3390
5703,5704,0.71,Premium,F,SI1,62.7,57.0,5.68,5.65,3.55,2633
24906,24907,1.11,Premium,G,SI1,61.5,58.0,6.73,6.63,4.1,4768
20673,20674,1.18,Premium,G,VVS2,61.6,58.0,6.77,6.8,4.18,9137
26410,26411,1.32,Premium,I,SI2,61.3,59.0,7.01,6.95,4.28,5588
7187,7188,0.51,Premium,G,VVS1,62.4,58.0,5.09,5.13,3.19,1925
14993,14994,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,571
12712,12713,1.55,Premium,J,SI2,62.6,57.0,7.37,7.32,4.6,6890
15773,15774,0.56,Very Good,D,VS2,62.8,57.0,5.25,5.29,3.31,1963
13184,13185,0.32,Ideal,E,SI2,62.7,55.0,4.42,4.39,2.76,576
4225,4226,0.3,Very Good,H,SI2,63.2,55.0,4.29,4.26,2.7,485
15073,15074,0.7,Very Good,F,VS1,,57.0,5.69,5.72,3.54,2975
11011,11012,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,2351
3352,3353,0.38,Ideal,F,SI1,61.7,56.0,4.68,4.72,2.9,766
20152,20153,0.92,Very Good,E,SI2,63.2,54.0,6.29,6.25,3.96,3679
7843,7844,0.33,Ideal,E,VS2,61.9,56.0,4.46,4.43,2.75,928
9999,10000,0.73,Ideal,F,SI1,62.1,55.0,5.75,5.78,3.58,2822
14140,14141,0.28,Very Good,D,VVS1,60.4,59.0,4.23,4.25,2.56,642
10789,10790,0.23,Very Good,F,VS2,61.0,59.0,3.95,3.99,2.42,402
5472,5473,0.32,Premium,E,SI2,61.7,60.0,4.41,4.38,2.71,576
9405,9406,1.0,Very Good,E,SI1,62.1,57.0,6.35,6.4,3.96,4864
12907,12908,0.44,Ideal,F,SI1,61.4,56.0,4.89,4.94,3.02,761
24321,24322,0.7,Ideal,I,VS2,62.0,54.1,5.7,5.73,3.55,2240
5795,5796,0.41,Ideal,E,VVS2,60.9,56.0,4.81,4.75,2.91,1243
5504,5505,1.01,Good,E,SI1,63.9,56.0,6.37,6.31,4.05,5724
91,92,0.54,Ideal,E,SI1,62.1,56.0,5.24,5.19,3.24,1637
20752,20753,0.32,Ideal,G,VS1,60.5,56.0,4.44,4.42,2.68,828
7959,7960,0.36,Ideal,D,VS2,61.8,56.0,4.56,4.6,2.83,852
12573,12574,0.7,Ideal,I,SI1,62.5,55.0,5.68,5.71,3.56,2110
11700,11701,0.36,Ideal,D,VS1,61.7,55.0,4.58,4.62,2.84,1094
2823,2824,0.41,Ideal,F,VS1,62.3,55.0,4.79,4.77,2.98,1076
18378,18379,0.26,Ideal,F,VS1,62.3,56.0,4.1,4.08,2.55,580
25245,25246,2.08,Premium,H,SI1,62.6,59.0,8.13,8.1,5.08,17778
13040,13041,0.56,Ideal,G,SI1,62.0,57.0,5.25,5.27,3.26,1631
13909,13910,0.43,Ideal,D,VS2,62.0,55.0,4.81,4.86,3.0,1056
13707,13708,1.52,Premium,I,VS2,61.7,61.0,7.35,7.3,4.52,6793
12219,12220,0.31,Ideal,D,VVS2,61.0,56.0,4.37,4.39,2.67,853
12125,12126,0.55,Premium,G,VS2,62.7,60.0,5.27,5.19,3.28,1445
10211,10212,0.91,Premium,F,SI1,,59.0,6.21,6.17,3.82,4036
8151,8152,1.57,Premium,G,SI1,59.5,58.0,7.61,7.56,4.51,11113
22371,22372,1.0,Good,G,SI1,64.3,58.0,6.25,6.22,4.01,4427
413,414,2.36,Ideal,H,SI2,62.2,55.0,8.51,8.56,5.3,17569
15351,15352,1.29,Premium,G,VS1,62.4,58.0,6.89,6.86,4.29,9354
6231,6232,0.34,Premium,F,VS2,61.2,59.0,4.47,4.52,2.75,686
19127,19128,0.55,Ideal,D,SI2,60.9,57.0,5.26,5.29,3.21,1363
21932,21933,0.3,Ideal,F,VS2,62.1,53.3,4.3,4.32,2.68,601
21584,21585,1.5,Fair,H,I1,69.3,61.0,6.99,6.81,4.78,3175
23004,23005,1.04,Ideal,H,SI1,61.7,56.0,6.51,6.55,4.03,5469
17495,17496,0.9,Good,G,SI1,62.2,62.5,6.08,6.1,3.78,3816
24774,24775,0.71,Ideal,F,VS1,62.6,55.0,5.71,5.67,3.56,2920
25321,25322,0.55,Ideal,G,VVS2,62.3,53.0,5.27,5.29,3.29,1799
6538,6539,1.01,Ideal,F,SI1,63.0,57.0,6.39,6.34,4.01,4559
15431,15432,0.32,Ideal,F,VVS1,60.3,57.0,4.42,4.44,2.67,912
26457,26458,1.01,Premium,G,SI2,61.9,60.0,6.37,6.33,3.93,4525
11509,11510,0.31,Ideal,H,SI1,62.7,56.0,4.33,4.38,2.73,446
1014,1015,0.3,Ideal,H,SI1,62.9,57.0,4.31,4.28,2.7,540
23619,23620,0.9,Very Good,F,SI1,63.7,58.0,6.05,6.1,3.87,3950
5905,5906,1.35,Premium,G,SI1,62.4,58.0,7.07,6.97,4.38,5799
6022,6023,2.2,Ideal,J,VS2,61.6,57.0,8.34,8.39,5.15,15384
15771,15772,1.24,Premium,I,SI2,62.8,58.0,6.88,6.79,4.28,4375
25586,25587,1.04,Ideal,H,SI2,61.8,55.0,6.54,6.5,4.03,4368
18263,18264,2.53,Fair,H,SI2,64.6,59.0,8.54,8.45,5.4,17103
15708,15709,0.32,Ideal,F,VS1,61.9,56.0,4.4,4.35,2.71,900
6463,6464,1.56,Very Good,F,SI1,60.7,59.0,7.45,7.55,4.55,11794
9238,9239,1.29,Premium,I,SI1,61.8,59.0,6.99,6.96,4.31,6429
15368,15369,0.32,Ideal,G,VS1,62.0,56.0,4.39,4.35,2.71,828
121,122,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,789
13178,13179,1.54,Premium,J,VVS1,62.4,59.0,7.36,7.38,4.6,9215
13908,13909,0.51,Ideal,G,VS2,62.4,56.0,5.11,5.14,3.2,1438
18608,18609,0.76,Ideal,E,VS2,61.5,56.0,5.89,5.92,3.63,3249
13423,13424,1.21,Ideal,D,VS1,60.1,60.0,6.92,6.99,4.18,11019
3654,3655,1.01,Very Good,F,VS2,63.6,59.0,6.3,6.34,4.02,6714
2289,2290,1.2,Very Good,H,SI2,63.5,57.0,6.67,6.71,4.25,5221
8372,8373,1.52,Very Good,I,SI2,59.8,62.0,7.41,7.47,4.45,7866
22809,22810,0.77,Very Good,I,VS2,63.2,58.0,5.79,5.85,3.68,2513
21331,21332,0.31,Ideal,F,VS1,61.0,56.0,4.38,4.4,2.68,642
19118,19119,0.31,Ideal,D,VVS2,61.0,55.0,4.38,4.41,2.68,1074
6297,6298,1.01,Premium,H,VS2,62.6,60.0,6.39,6.36,3.99,4745
1524,1525,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,8275
16123,16124,0.9,Very Good,D,SI1,62.4,63.0,6.13,6.04,3.8,3812
22437,22438,0.9,Premium,G,VS1,62.7,58.0,6.15,6.06,3.83,4579
12572,12573,2.07,Premium,H,SI1,61.1,58.0,8.27,8.2,5.03,13844
13207,13208,1.03,Premium,G,VS2,62.3,59.0,6.38,6.42,3.99,6214
3200,3201,0.41,Good,E,SI1,63.6,58.0,4.72,4.74,3.01,705
11107,11108,0.47,Very Good,E,VS2,62.6,57.0,4.92,4.95,3.09,1320
2319,2320,0.56,Ideal,F,VS1,61.7,56.0,5.33,5.3,3.28,2016
24143,24144,1.2,Premium,E,VS1,60.7,57.0,6.89,6.81,4.16,10053
9157,9158,1.0,Fair,J,SI2,56.3,64.0,6.58,6.54,3.69,3199
23382,23383,1.3,Very Good,I,VS2,61.8,56.0,6.98,7.04,4.33,7087
11931,11932,0.32,Ideal,E,IF,61.9,56.0,4.4,4.42,2.73,1095
8357,8358,1.58,Premium,G,VS1,62.1,59.0,7.43,7.46,4.62,12530
18655,18656,2.01,Premium,G,SI1,62.3,61.0,7.96,7.89,5.02,16242
18093,18094,1.04,Premium,H,SI1,59.5,58.0,6.67,6.58,3.94,4980
179,180,1.63,Ideal,I,SI1,61.3,56.0,7.64,7.56,4.66,9694
12603,12604,0.9,Very Good,F,SI1,59.6,63.0,6.24,6.17,3.7,3992
5873,5874,0.24,Very Good,E,VVS1,63.4,57.0,3.91,3.95,2.49,478
25727,25728,0.56,Very Good,H,VS2,61.8,54.1,5.31,5.34,3.29,1576
9411,9412,0.51,Ideal,F,VS2,62.7,57.0,5.11,5.06,3.19,1562
15447,15448,0.9,Ideal,G,VS2,62.6,57.0,6.14,6.2,3.86,4269
13635,13636,0.41,Ideal,E,VVS2,61.0,56.0,4.79,4.82,2.93,1187
4465,4466,0.35,Ideal,F,SI1,62.5,54.0,4.5,4.52,2.82,583
14062,14063,0.3,Ideal,G,VVS1,62.1,57.0,4.27,4.29,2.66,764
20345,20346,2.03,Very Good,E,SI2,,58.0,7.91,7.94,5.05,16412
6739,6740,0.74,Very Good,H,SI2,62.1,58.0,5.82,5.78,3.6,2222
8592,8593,0.41,Ideal,F,VVS1,62.3,53.0,4.77,4.8,2.98,1295
6271,6272,1.03,Good,H,SI1,63.1,56.0,6.35,6.39,4.02,4326
11119,11120,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,516
9913,9914,1.25,Premium,J,SI1,61.8,55.0,6.91,6.82,4.24,5607
5772,5773,0.4,Very Good,F,VS1,60.4,58.0,4.75,4.79,2.88,868
14978,14979,0.7,Fair,G,SI1,68.4,58.0,5.59,5.55,3.61,1915
7051,7052,1.3,Ideal,F,SI2,62.2,56.0,7.0,6.96,4.34,6559
16385,16386,1.51,Ideal,F,SI1,62.6,57.0,7.31,7.25,4.56,12252
2512,2513,0.57,Premium,H,VVS1,61.6,58.0,5.39,5.35,3.31,2172
22816,22817,2.08,Premium,G,VS2,61.3,58.0,8.21,8.17,5.02,16854
25818,25819,1.63,Ideal,I,VS2,61.9,54.3,7.54,7.58,4.68,11019
23780,23781,0.33,Very Good,F,SI1,59.9,61.0,4.44,4.47,2.67,550
9757,9758,0.37,Ideal,G,VS2,61.3,57.0,4.6,4.64,2.83,649
16669,16670,1.51,Premium,E,SI1,63.0,58.0,7.4,7.27,4.62,8836
19011,19012,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1428
4823,4824,0.91,Premium,H,SI1,60.2,52.0,6.27,6.15,3.74,2935
9568,9569,1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,5373
26843,26844,1.6,Ideal,F,SI1,61.0,57.0,7.54,7.6,4.62,12871
2524,2525,2.07,Ideal,G,SI2,62.0,55.0,8.23,8.13,5.07,17095
1243,1244,0.35,Very Good,H,VVS2,63.0,55.0,4.48,4.5,2.83,706
18652,18653,0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,3550
3360,3361,1.52,Fair,H,SI1,64.6,55.0,7.24,7.19,4.66,7433
8523,8524,0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,565
14525,14526,0.75,Ideal,D,VS1,62.4,54.0,5.86,5.84,3.65,3696
11473,11474,0.32,Ideal,G,SI1,60.9,57.0,4.46,4.44,2.71,612
10883,10884,1.01,Fair,F,SI1,65.0,61.0,6.29,6.23,4.07,5131
15408,15409,0.9,Very Good,E,VS2,61.1,63.0,6.17,6.2,3.78,4134
6703,6704,0.66,Premium,F,SI1,60.6,58.0,5.69,5.63,3.43,1802
18314,18315,0.7,Ideal,G,VS1,61.9,57.0,5.7,5.68,3.52,2724
24435,24436,0.41,Good,F,SI1,63.4,57.0,4.73,4.74,3.0,705
8684,8685,0.4,Very Good,I,VVS1,63.5,57.0,4.68,4.65,2.96,1080
13356,13357,0.5,Very Good,G,VS1,61.0,58.0,5.08,5.15,3.12,1694
16825,16826,0.75,Very Good,F,SI1,63.4,58.0,5.72,5.76,3.64,2811
4693,4694,0.54,Ideal,F,VVS2,62.1,54.0,5.24,5.26,3.26,2180
9840,9841,0.71,Ideal,I,VS1,62.1,56.0,5.72,5.68,3.54,2327
18335,18336,0.9,Premium,E,SI2,63.0,57.0,6.08,6.05,3.82,3084
21926,21927,1.51,Very Good,I,SI1,61.4,60.0,7.37,7.33,4.51,8073
5403,5404,1.02,Ideal,E,VVS1,61.4,57.0,6.39,6.47,3.95,11028
17783,17784,1.21,Fair,J,SI2,64.6,59.0,6.74,6.64,4.32,3984
10956,10957,0.47,Ideal,I,VS2,62.1,53.0,4.99,5.02,3.11,884
12732,12733,1.22,Fair,G,SI2,64.7,61.0,6.75,6.68,4.34,3763
18734,18735,0.71,Ideal,F,VS1,61.1,56.0,5.71,5.74,3.5,3199
16814,16815,0.41,Very Good,H,SI1,63.3,56.0,4.74,4.71,2.99,876
3998,3999,0.4,Ideal,G,VS2,62.1,58.0,4.68,4.72,2.92,859
14278,14279,0.32,Good,E,SI1,63.3,56.0,4.34,4.35,2.75,561
19876,19877,0.92,Premium,D,SI2,62.5,55.0,6.21,6.18,3.87,4150
18522,18523,0.51,Ideal,E,VVS1,61.3,56.0,5.21,5.13,3.17,3226
26193,26194,0.71,Very Good,I,VVS1,63.4,57.0,5.71,5.67,3.61,2572
3212,3213,1.03,Ideal,F,SI1,,57.0,6.42,6.46,4.03,5366
4543,4544,1.05,Premium,G,SI2,61.6,60.0,6.56,6.49,4.02,4318
9925,9926,0.71,Very Good,J,SI1,61.0,61.0,5.66,5.71,3.47,1760
4535,4536,1.77,Good,J,SI2,63.4,60.0,7.61,7.65,4.84,8109
21457,21458,0.5,Good,H,VVS2,61.9,64.3,5.01,5.03,3.11,1362
25440,25441,0.35,Ideal,H,IF,61.7,56.0,4.55,4.53,2.8,984
23510,23511,1.15,Premium,E,SI2,61.7,60.0,6.78,6.7,4.16,4328
24206,24207,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,1068
8018,8019,0.28,Good,E,VVS1,64.6,55.0,4.15,4.18,2.69,492
21677,21678,1.59,Ideal,J,VVS2,60.3,57.0,7.65,7.58,4.59,8227
6806,6807,0.32,Ideal,G,IF,60.9,57.0,4.41,4.46,2.7,918
3863,3864,0.32,Premium,I,VVS2,61.9,59.0,4.35,4.38,2.7,561
17478,17479,1.0,Fair,I,VS2,65.7,58.0,6.25,6.2,4.09,3265
1215,1216,1.31,Very Good,G,SI2,63.4,58.0,6.91,6.8,4.35,4714
7045,7046,0.36,Ideal,D,VS2,61.1,57.0,4.62,4.58,2.81,1094
1187,1188,1.04,Very Good,I,SI1,63.2,54.0,6.49,6.42,4.08,4193
13976,13977,0.4,Ideal,G,VS1,61.8,57.0,4.73,4.75,2.93,868
6984,6985,0.31,Premium,H,VS1,62.8,58.0,4.31,4.29,2.7,698
26105,26106,0.71,Very Good,H,VVS1,62.7,57.0,5.66,5.72,3.57,2938
10339,10340,0.52,Very Good,J,VVS1,61.7,55.5,5.17,5.19,3.19,1363
15804,15805,0.31,Premium,H,VS2,60.0,60.0,4.43,4.4,2.65,628
2508,2509,0.3,Very Good,H,VS1,63.0,59.0,4.21,4.27,2.67,526
24482,24483,1.04,Ideal,G,VS2,62.5,57.0,6.49,6.46,4.05,6709
16588,16589,1.22,Very Good,E,VS2,60.8,59.0,6.87,6.91,4.19,9475
13176,13177,0.3,Ideal,I,VVS2,62.8,57.0,4.26,4.28,2.68,507
20291,20292,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,476
22751,22752,0.38,Very Good,I,VVS1,63.5,57.0,4.6,4.63,2.93,752
19720,19721,0.56,Premium,G,VS2,60.9,58.0,5.36,5.34,3.26,1698
22268,22269,1.51,Good,J,SI1,64.1,61.0,7.16,7.19,4.6,6394
8995,8996,1.6,Premium,G,VVS1,61.5,58.0,7.48,7.58,4.63,17204
5545,5546,1.0,Good,I,VS1,63.8,56.0,6.35,6.32,4.04,4202
740,741,0.6,Very Good,J,VS1,62.6,56.0,5.37,5.41,3.37,1378
8516,8517,0.32,Ideal,D,VS2,61.7,57.0,4.36,4.39,2.7,758
19048,19049,1.6,Premium,F,SI2,61.1,58.0,7.57,7.53,4.61,9229
